gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378187.419853,38.587696,-77.774028,4.375753,3.504630,2.287977
6378180.216068,35.224159,-80.487289,4.400995,3.578311,2.176580
6378190.500082,33.990456,-86.121915,4.348439,3.550627,2.318138
6378191.651493,47.101776,-78.269901,4.372847,3.524432,2.231123
6378202.394494,44.377353,-75.568645,4.398756,3.531443,2.154224
6378190.026417,43.345102,-72.823922,4.365178,3.526780,2.289029
6378203.658401,42.216837,-85.975573,4.443603,3.572594,2.273779
6378211.420562,46.879243,-72.013927,4.468820,3.536409,2.309734
6378220.508177,57.539964,-67.042157,3.797503,4.040962,2.370517
6378222.805395,63.554904,-69.702355,3.041551,4.828945,2.663864
6378224.969169,65.718095,-69.209335,1.891743,5.313448,2.729966
6378221.972844,72.014236,-73.273176,0.661575,5.777904,2.763373
6378217.473881,75.071520,-63.599005,-0.473919,6.024658,2.623010
6378221.921667,95.002441,-60.033368,-1.641800,5.975589,2.459786
6378220.556561,98.883206,-65.294499,-2.859929,5.824012,2.202441
6378223.373083,114.851517,-60.071326,-3.974062,5.405126,1.689402
6378216.016823,102.388584,-43.573307,-5.053508,4.779320,1.325940
6378207.865876,108.721216,-50.647934,-5.891510,4.159366,0.775207
6378207.681577,110.054225,-44.744249,-6.014012,4.268288,0.580147
6378194.599880,103.308884,-56.353712,-6.122225,5.013726,0.792115
6378191.235278,115.410375,-49.917111,-6.139625,4.987579,0.729293
6378192.242967,126.111240,-52.461760,-6.265459,4.936576,0.705187
6378179.585352,133.320088,-43.445732,-6.291825,4.817300,0.647218
6378162.943186,131.404952,-37.989332,-6.229973,4.815856,0.571326
6378173.574526,138.992414,-47.560232,-6.321983,4.797648,0.638021
6378156.302891,143.999217,-37.760236,-6.309150,4.809239,0.578836
6378143.398481,150.269618,-40.360111,-6.377058,4.820318,0.579157
6378148.591991,147.118336,-34.430327,-6.253411,4.795586,0.578518
6378132.413602,161.553095,-53.294188,-6.343247,4.813990,0.511092
6378135.109679,160.519526,-50.866550,-6.319000,4.815357,0.543346
6378124.380496,162.744689,-48.252452,-6.470473,4.743872,0.547147
6378129.714723,166.990231,-34.876180,-6.344335,4.695320,0.635484
6378111.456820,182.390545,-54.919263,-6.779718,4.161449,0.393307
6378107.537152,186.506357,-47.608897,-7.429960,3.305418,-0.005315
6378102.911518,177.265492,-46.520772,-7.850687,2.207346,-0.446241
6378095.166500,180.624732,-56.008558,-8.082666,1.511452,-0.720316
6378077.843432,176.840854,-54.853977,-8.328915,0.443384,-1.230205
6378073.742171,184.305613,-44.709536,-8.348438,-0.391214,-1.607321
6378062.277291,192.345047,-52.484226,-8.228219,-1.522075,-2.067676
6378059.232938,181.694644,-54.611622,-7.994255,-2.265603,-2.584184
6378050.460979,171.644607,-50.034430,-7.656297,-3.165899,-3.030822
6378047.223091,181.619073,-58.135409,-7.404969,-3.943020,-3.416911
