ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378097.029305,73.581842,-64.548467,-0.804002,0.452681,-5.423853
6378096.071258,74.019390,-70.051745,-0.945564,0.420046,-5.522353
6378095.155147,74.426850,-75.579975,-0.890799,0.396729,-5.533172
6378094.281900,74.816234,-81.116456,-0.858184,0.383112,-5.539283
6378093.434138,75.195040,-86.657637,-0.838825,0.375124,-5.542794
6378092.601488,75.567631,-92.201532,-0.827357,0.370425,-5.544834
6378091.777785,75.936564,-97.747008,-0.820571,0.367656,-5.546026
6378090.959375,76.303340,-103.293412,-0.816558,0.366022,-5.546726
6378090.144094,76.668842,-108.840361,-0.814186,0.365058,-5.547139
6378089.330663,77.033594,-114.387630,-0.812785,0.364489,-5.547382
6378088.518325,77.397902,-119.935089,-0.811956,0.364153,-5.547525
6378087.706632,77.761947,-125.482660,-0.811467,0.363954,-5.547610
6378086.895321,78.125838,-131.030297,-0.811178,0.363837,-5.547660
6378086.298959,78.413595,-136.610145,-0.133492,0.136793,-5.632509
6378086.730876,78.424783,-142.234498,1.024612,-0.085151,-5.574094
6378088.352759,78.317479,-147.672076,2.231013,-0.088819,-5.251985
6378091.161713,78.332248,-152.650208,3.378659,0.165265,-4.652117
6378095.039397,78.731013,-156.894339,4.346091,0.678333,-3.785170
6378099.745869,79.755037,-160.152782,5.014747,1.406897,-2.686178
6378104.932020,81.580069,-162.219897,5.288300,2.263841,-1.411767
6378110.170958,84.276578,-162.955429,5.110589,3.127541,-0.035283
6378115.005206,87.782745,-162.298112,4.478786,3.858020,1.359735
6378119.003564,91.896138,-160.272177,3.449077,4.317752,2.687112
6378122.152889,96.521541,-157.293063,3.039346,5.045536,2.851830
6378125.135529,101.966395,-154.740190,2.944359,5.843501,2.242279
6378127.996285,107.997147,-152.606277,2.745420,6.095489,2.145356
6378130.655884,114.122748,-150.439275,2.585909,6.150724,2.185530
6378133.190768,120.290069,-148.240977,2.491122,6.181302,2.209228
6378135.651641,126.480759,-146.024214,2.434945,6.198647,2.223215
6378138.068680,132.684805,-143.796550,2.401697,6.208643,2.231474
6378140.459787,138.896587,-141.562449,2.382034,6.214460,2.236351
6378142.835560,145.112884,-139.324546,2.370411,6.217866,2.239232
6378145.202271,151.331829,-137.084397,2.363542,6.219868,2.240934
6378147.563626,157.552332,-134.842921,2.359483,6.221046,2.241940
6378149.921817,163.773753,-132.600662,2.357084,6.221742,2.242533
6378152.278138,169.995716,-130.357939,2.355667,6.222152,2.242884
6378154.633354,176.217998,-128.114943,2.354830,6.222394,2.243092
6378156.987918,182.440469,-125.871786,2.354336,6.222537,2.243214
6378158.791607,188.768799,-123.359613,0.994068,6.426341,2.890427
6378158.924580,195.138564,-120.107352,-0.750019,6.225515,3.605952
6378157.326839,201.050615,-116.188839,-2.439583,5.505022,4.218089
6378154.134021,205.992044,-111.718336,-3.911128,4.287588,4.705338
6378149.641200,209.499154,-106.830131,-5.012396,2.649036,5.049282
6378144.282891,211.208353,-101.675144,-5.619805,0.712822,5.235209
6378138.596693,210.898693,-96.416954,-5.653376,-1.361153,5.252629
6378133.174045,208.520812,-91.227372,-5.087259,-3.392346,5.095669
6378128.603214,204.208476,-86.281688,-3.954501,-5.198272,4.763326
6378125.410708,198.270847,-81.753731,-2.345301,-6.614003,4.259580
6378123.132379,191.242992,-77.789312,-2.578721,-7.251651,3.860948
6378120.157005,183.830967,-73.953578,-3.393146,-7.569897,3.821196
6378116.798354,176.215036,-70.168376,-3.313603,-7.651903,3.752829
6378113.516026,168.538654,-66.438202,-3.255537,-7.697253,3.710672
6378110.278971,160.827108,-62.741089,-3.221225,-7.723754,3.685466
6378107.068667,153.094970,-59.063694,-3.200951,-7.739307,3.670470
6378103.874167,145.350730,-55.398014,-3.188973,-7.748460,3.661575
6378100.689006,137.599363,-51.739276,-3.181896,-7.753855,3.656307
6378097.509362,129.843793,-48.084648,-3.177716,-7.757038,3.653190
6378094.332976,122.085743,-44.432450,-3.175246,-7.758917,3.651347
6378091.158517,114.326228,-40.781690,-3.173787,-7.760026,3.650258
6378087.985194,106.565849,-37.131778,-3.172925,-7.760682,3.649614
6378084.812544,98.804959,-33.482369,-3.172415,-7.761069,3.649234
6378081.914123,90.833826,-29.965792,-2.363081,-8.359691,3.247248
6378080.165713,82.109133,-27.066614,-1.111945,-9.059111,2.517124
6378079.688418,72.800142,-24.974025,0.171700,-9.522703,1.635519
6378080.491377,63.150644,-23.830049,1.440406,-9.736044,0.622203
6378082.535878,53.413938,-23.755065,2.646234,-9.694659,-0.499369
6378085.735888,43.842859,-24.844455,3.742854,-9.404023,-1.702744
6378089.960687,34.680009,-27.165989,4.687591,-8.879102,-2.959276
6378095.039470,26.148678,-30.758060,5.443285,-8.143458,-4.238993
6378100.767666,18.444853,-35.628806,5.979879,-7.227965,-5.511503
6378106.914683,11.730678,-41.756144,6.275640,-6.169203,-6.746915
