gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378073.945975,20.837651,-78.333479,-0.084760,-0.119822,-3.152064
6378076.768626,28.989806,-72.335662,0.002569,-0.133756,-3.170020
6378069.155050,30.457511,-78.483602,0.198942,-1.008766,-3.548700
6378064.866434,24.991380,-79.837390,0.509247,-1.829590,-3.887307
6378076.637763,21.514287,-92.636013,0.574733,-1.833527,-3.947422
6378075.650920,26.103002,-90.500205,0.588779,-1.812865,-3.954369
6378074.254051,16.731029,-81.744464,0.609802,-1.739131,-3.981680
6378075.364111,15.540624,-97.939526,0.590587,-1.757598,-3.907838
6378071.036616,13.946424,-107.165754,0.691646,-1.770887,-3.988589
6378086.754269,19.578910,-94.444696,0.593704,-1.772931,-3.978027
6378073.639733,8.276040,-107.720612,0.648453,-1.771411,-4.023840
6378077.753432,10.829844,-102.353191,0.626366,-1.811173,-3.932233
6378068.296187,6.714636,-120.936041,0.591422,-1.600795,-4.049969
6378073.119095,8.224767,-123.030305,0.628971,-1.743116,-3.902761
6378078.650382,-5.767726,-113.634685,0.607970,-1.789258,-3.954745
6378081.658602,3.547843,-131.830980,0.777230,-1.271506,-4.138119
6378077.026327,-6.209539,-122.813356,0.796962,-0.460539,-4.325635
6378085.325665,2.277306,-126.538649,0.541485,0.482841,-4.256040
6378089.003549,-1.870813,-155.416480,0.178191,1.126500,-4.223660
6378085.695551,0.745338,-149.572617,-0.443994,1.765616,-3.960523
6378073.457335,7.058158,-142.842952,-1.303201,2.049013,-3.681063
6378074.490530,12.285251,-144.687429,-2.066486,2.225463,-3.265371
6378070.307807,14.675932,-140.396862,-2.875880,2.197253,-2.690784
6378069.700710,20.073261,-149.398476,-3.674799,1.764266,-2.039418
6378073.310172,12.007821,-162.173749,-4.362848,0.926889,-1.335928
6378066.364941,17.559474,-171.248286,-4.718845,0.663190,-1.740354
6378069.060125,15.375922,-164.072069,-5.058198,0.562242,-2.501666
6378060.249796,18.574991,-166.803422,-5.022155,0.280319,-2.362034
6378061.089120,15.118013,-161.468501,-5.166761,0.093234,-2.335494
6378048.776662,18.141048,-158.192228,-5.137481,0.055802,-2.291108
6378031.789321,12.867192,-177.930101,-5.185274,-0.010968,-2.387933
6378034.597039,7.894488,-178.112325,-5.179384,-0.025384,-2.279247
6378036.729934,10.053114,-184.473193,-5.131838,-0.165119,-2.257280
6378024.449427,13.158773,-182.762098,-5.117606,-0.214036,-2.243967
6378008.876089,12.340426,-190.286203,-5.124149,-0.057268,-2.215931
6378013.862679,11.259139,-174.912408,-5.100882,-0.222790,-2.323863
6378009.080972,9.987885,-188.634544,-5.171121,-0.084304,-2.245906
6378000.708321,27.558249,-190.058125,-5.127924,-0.105425,-2.251765
6377998.989458,10.364115,-191.324370,-5.131761,-0.123427,-2.303916
6377981.926927,13.153101,-207.184974,-5.154942,-0.070888,-2.232737
6377985.537754,20.667994,-202.120747,-5.225656,-0.261730,-2.113493
6377969.686575,18.393499,-201.259095,-5.494244,-0.434832,-1.643953
6377974.796020,15.378818,-206.789941,-5.720893,-0.677697,-1.317794
6377974.041909,16.367614,-194.894781,-5.895986,-0.832461,-0.854571
6377952.808745,6.633584,-191.639842,-6.014643,-1.039762,-0.416340
6377963.377124,10.727208,-193.966174,-6.119471,-1.490496,-0.042763
6377953.085466,8.160253,-197.501067,-6.194522,-1.671825,0.393097
6377943.300399,6.737317,-189.170080,-6.171239,-2.029879,0.917074
6377943.484690,-1.845461,-203.382464,-6.104709,-2.385789,1.345674
6377933.214932,3.498959,-194.493048,-6.117614,-2.722021,1.839925
6377927.066039,-11.309347,-199.553676,-6.213276,-3.061094,1.823391
6377924.668506,-6.671133,-195.071940,-6.760858,-3.340604,1.393386
6377914.164433,-8.790079,-182.006521,-6.781773,-3.632313,1.337966
6377903.423033,-10.292658,-181.958216,-6.823859,-3.613860,1.401007
6377899.093141,-18.860615,-196.961588,-6.762985,-3.766609,1.467625
6377892.719221,-21.620719,-197.258952,-6.648709,-3.682219,1.569364
6377882.538233,-17.763630,-179.055868,-6.805314,-3.781840,1.566275
6377873.722943,-24.255201,-181.861249,-6.668536,-3.739018,1.640816
6377869.645070,-31.525820,-179.682298,-6.616980,-3.768306,1.610191
6377866.463887,-35.373966,-181.086732,-6.737889,-3.724595,1.549160
6377858.739386,-34.468063,-185.608718,-6.715659,-3.789117,1.570897
6377855.751465,-36.561888,-178.186410,-6.664348,-3.726991,1.644095
6377840.082706,-49.722856,-180.711899,-6.612796,-3.802425,1.616999
6377836.156256,-55.073326,-175.756435,-6.584798,-3.708544,1.588721
6377830.403296,-46.886040,-173.291304,-6.547098,-4.071688,1.762273
6377817.446954,-55.891858,-158.077377,-4.752872,-5.489820,2.905881
6377831.513992,-61.673576,-168.686539,-2.242536,-6.463159,3.991602
6377822.322389,-69.332531,-162.901667,0.058495,-6.268494,4.758748
6377826.325909,-72.350756,-151.781369,2.487170,-5.581711,5.233965
6377817.734886,-77.302424,-146.715970,4.360069,-3.726920,5.504480
6377827.526789,-79.622765,-152.191357,5.543877,-1.513639,5.568086
6377844.490840,-93.688894,-131.441187,5.846422,1.141730,5.462106
6377842.345456,-86.631341,-131.095779,5.275379,3.605802,5.075100
6377846.995473,-74.908724,-125.235796,3.762094,5.624980,4.547002
